,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2813715,5,13,2,1936,1925,2141,2113,12.0,205.0,2417.0,305,288,276,1,11,87.0,257.0,1927,7,22,11,0,17,0,0
5229446,9,8,1,1613,1542,1831,1735,12.0,335.0,1232.0,318,293,280,1,31,87.0,157.0,1979,13,25,31,0,25,0,0
4141382,7,14,1,1009,1000,1141,1130,1.0,1951.0,2020.0,92,90,68,1,9,81.0,200.0,448,4,20,0,0,0,0,0
1269076,3,31,1,1518,1500,2035,2035,17.0,2001.0,2248.0,197,215,177,0,18,155.0,35.0,1588,6,14,0,0,0,0,0
3032735,6,13,5,1411,1400,1457,1455,17.0,3401.0,3016.0,106,115,91,0,11,267.0,157.0,590,6,9,0,0,0,0,0
4807326,8,5,2,735,715,1103,1022,5.0,518.0,568.0,148,127,103,1,20,136.0,18.0,689,8,37,0,0,21,0,20
5637915,10,17,5,1654,1628,100,36,16.0,49.0,3409.0,306,308,271,1,26,155.0,150.0,2248,13,22,24,0,0,0,0
4724108,8,15,5,1312,1245,1505,1443,1.0,583.0,1769.0,113,118,97,1,27,238.0,186.0,700,4,12,2,0,0,0,20
5286178,9,29,1,1848,1710,2045,1930,1.0,852.0,2940.0,177,200,160,1,98,186.0,210.0,1197,9,8,0,0,8,0,67
545549,1,30,3,620,600,720,656,3.0,141.0,4037.0,60,56,41,1,20,16.0,98.0,261,3,16,20,0,4,0,0
6677113,12,16,2,1840,1800,2246,2047,15.0,622.0,4539.0,186,107,76,1,40,210.0,79.0,612,5,105,40,0,79,0,0
6545383,12,28,7,2054,1805,2233,1935,17.0,906.0,3088.0,159,150,118,1,169,219.0,35.0,675,7,34,4,0,9,0,165
2035328,4,24,4,1907,1859,2146,2125,15.0,1200.0,1300.0,99,86,61,1,8,210.0,224.0,412,7,31,0,0,17,0,4
3387610,6,14,6,1448,1440,1557,1550,11.0,3522.0,3041.0,69,70,52,0,8,81.0,130.0,247,3,14,0,0,0,0,0
3768465,7,21,1,1830,1705,1956,1840,13.0,5584.0,3549.0,86,95,61,1,85,241.0,150.0,288,11,14,0,0,76,0,0
1936395,4,25,5,855,845,1150,1132,19.0,2915.0,1017.0,115,107,80,1,10,220.0,68.0,551,5,30,0,18,0,0,0
6470973,12,4,4,911,900,1117,1105,17.0,2847.0,4073.0,246,245,227,1,11,257.0,220.0,1506,7,12,0,0,0,0,0
4151753,7,5,6,1822,1800,2044,2033,3.0,105.0,2831.0,202,213,185,1,22,258.0,16.0,1449,6,11,0,0,0,0,0
3732391,7,31,4,1935,1925,2108,2054,18.0,2232.0,694.0,93,89,58,1,10,136.0,206.0,395,4,31,0,0,0,0,0
1666767,3,6,4,1556,1515,2033,2005,1.0,433.0,3156.0,217,230,198,1,41,37.0,265.0,1674,3,16,28,0,0,0,0
4655164,8,19,2,2003,1955,2023,2010,11.0,4452.0,5022.0,80,75,51,1,8,87.0,210.0,235,19,10,0,0,0,0,0
126993,1,7,1,1857,1835,2021,1939,18.0,2413.0,515.0,84,64,43,1,22,136.0,191.0,262,9,32,0,0,20,4,18
3826707,7,29,2,1738,1645,2002,1921,14.0,6368.0,5113.0,84,96,70,1,53,259.0,36.0,522,3,11,41,0,0,0,0
3235747,6,8,7,1324,1316,1452,1448,15.0,650.0,4890.0,88,92,70,0,8,30.0,80.0,455,10,8,0,0,0,0,0
7003202,12,8,1,1640,1610,1836,1746,6.0,1078.0,4712.0,176,156,135,1,30,18.0,249.0,874,4,37,15,0,20,0,15
5535716,10,26,7,1810,1750,2018,2011,13.0,6677.0,1532.0,68,81,46,0,20,275.0,73.0,307,2,20,0,0,0,0,0
712511,2,3,7,1733,1720,1913,1932,18.0,2769.0,554.0,100,132,78,0,13,77.0,96.0,533,8,14,0,0,0,0,0
3046373,6,18,3,1820,1755,2105,2055,17.0,2966.0,1230.0,105,120,92,0,25,29.0,48.0,682,3,10,0,0,0,0,0
7005670,12,10,3,1135,1100,1334,1306,6.0,1006.0,3188.0,119,126,84,1,35,18.0,219.0,665,14,21,16,0,0,0,12
6381484,11,2,7,2111,2105,2347,2359,1.0,1377.0,2917.0,156,174,128,0,6,186.0,96.0,1086,7,21,0,0,0,0,0
5775499,10,21,2,1530,1515,1708,1630,11.0,4813.0,4626.0,98,75,48,1,15,37.0,162.0,185,8,42,0,0,38,0,0
573726,1,1,2,2338,2205,801,620,5.0,1824.0,2744.0,323,315,295,1,93,259.0,96.0,2565,13,15,0,0,8,0,93
1310756,3,5,3,716,605,758,700,19.0,7194.0,4002.0,42,55,23,1,71,34.0,210.0,116,8,11,58,0,0,0,0
6515934,12,18,4,1450,1145,1646,1355,17.0,1540.0,4200.0,116,130,100,1,185,264.0,257.0,697,9,7,0,164,0,0,7
6554214,12,31,3,1203,1120,1306,1230,17.0,2161.0,968.0,63,70,51,1,43,157.0,263.0,308,3,9,36,0,0,0,0
2702230,5,27,2,1943,1840,2303,2109,6.0,924.0,3136.0,200,149,143,1,63,18.0,162.0,761,11,46,0,0,114,0,0
6209338,11,19,3,1327,1310,1613,1600,6.0,710.0,3446.0,166,170,122,1,17,37.0,18.0,946,17,27,0,0,0,0,0
2025715,4,7,1,1709,1700,2019,2016,15.0,687.0,2519.0,130,136,99,0,9,210.0,162.0,733,6,25,0,0,0,0,0
240494,1,16,3,741,730,904,850,15.0,756.0,4438.0,143,140,108,1,11,219.0,210.0,678,13,22,0,0,0,0,0
2452413,5,22,4,1749,1740,1949,1940,17.0,377.0,3155.0,60,60,49,0,9,111.0,36.0,287,2,9,0,0,0,0,0
3666064,7,21,1,955,930,1211,1150,17.0,1889.0,1661.0,76,80,55,1,25,179.0,224.0,402,4,17,2,0,0,0,19
3478622,6,10,2,1427,1420,1720,1730,1.0,360.0,882.0,113,130,96,0,7,210.0,162.0,733,7,10,0,0,0,0,0
3165666,6,1,7,1607,1504,1647,1542,14.0,5924.0,4870.0,40,38,19,1,63,68.0,80.0,72,11,10,63,0,2,0,0
1716734,3,13,4,2242,2015,43,2225,3.0,412.0,3042.0,121,130,104,1,147,216.0,157.0,834,6,11,138,0,0,0,0
1779231,3,8,6,2126,1937,2251,2111,6.0,1445.0,2999.0,85,94,61,1,109,18.0,240.0,481,6,18,0,61,0,0,39
6740380,12,16,2,1140,1110,1258,1212,6.0,1173.0,1681.0,138,122,105,1,30,267.0,157.0,590,12,21,0,8,16,0,22
1498091,3,29,6,1642,1629,1850,1853,6.0,1122.0,5242.0,128,144,98,0,13,162.0,73.0,585,3,27,0,0,0,0,0
5467452,10,28,2,1046,1035,1356,1405,17.0,565.0,3056.0,130,150,120,0,11,179.0,284.0,997,4,6,0,0,0,0,0
353007,1,28,1,1334,1320,1512,1500,8.0,657.0,4346.0,158,160,144,1,14,80.0,258.0,967,5,9,0,0,0,0,0
656807,2,18,1,1939,1925,2148,2155,17.0,1632.0,924.0,249,270,230,0,14,179.0,216.0,1751,4,15,0,0,0,0,0
1062513,2,21,4,1623,1615,1845,1840,1.0,524.0,1804.0,142,145,127,0,8,186.0,79.0,920,4,11,0,0,0,0,0
4251541,8,8,5,1833,1805,1925,1910,17.0,22.0,829.0,52,65,39,1,28,155.0,270.0,226,4,9,1,0,0,0,14
6273549,11,30,7,1604,1530,1738,1715,9.0,281.0,5136.0,94,105,76,1,34,177.0,218.0,662,7,11,0,0,0,0,23
5451216,10,23,4,1940,1905,2111,2055,17.0,2441.0,2375.0,151,170,139,1,35,177.0,179.0,989,3,9,1,0,0,0,15
2447027,5,20,2,1548,1505,1822,1750,17.0,2545.0,1152.0,94,105,85,1,43,220.0,80.0,602,4,5,1,0,0,0,31
2178635,4,10,4,2024,1930,2355,2310,11.0,3640.0,2395.0,151,160,122,1,54,81.0,224.0,1068,15,14,28,0,0,0,17
3519417,6,5,4,1727,1700,1809,1755,1.0,2193.0,1764.0,102,115,87,1,27,186.0,200.0,674,3,12,0,0,0,0,0
3752566,7,20,7,2217,1925,2342,2100,19.0,7045.0,2447.0,85,95,70,1,172,233.0,135.0,372,4,11,0,0,0,0,162
4738951,8,4,1,2156,2140,624,545,1.0,1250.0,1821.0,328,305,290,1,16,157.0,186.0,2342,9,29,16,0,23,0,0
2260537,4,22,2,1500,1450,1601,1555,0.0,5932.0,120.0,61,65,35,0,10,181.0,148.0,189,4,22,0,0,0,0,0
1520602,3,30,7,1604,1530,1844,1805,7.0,4777.0,5261.0,100,95,71,1,34,44.0,18.0,449,17,12,0,34,5,0,0
3620624,7,8,2,1653,1455,2123,1915,17.0,1851.0,4829.0,210,200,186,1,118,20.0,48.0,1342,5,19,0,0,113,0,15
988901,2,8,5,1705,1620,1918,1835,11.0,4158.0,3383.0,73,75,49,1,45,210.0,64.0,296,6,18,0,0,2,0,41
4815328,8,21,4,1309,1256,1603,1543,5.0,1779.0,1399.0,174,167,137,1,13,104.0,61.0,1062,5,32,13,0,7,0,0
301997,1,3,4,713,630,811,740,17.0,1130.0,1708.0,58,70,48,1,43,46.0,48.0,281,2,8,31,0,0,0,0
3909825,7,30,3,2059,2025,2312,2210,16.0,1601.0,3960.0,133,105,73,1,34,219.0,87.0,453,6,54,34,0,28,0,0
6509926,12,17,3,813,755,923,905,17.0,1951.0,3858.0,130,130,117,1,18,48.0,29.0,682,4,9,0,0,0,0,18
639872,2,13,3,2208,2010,29,2240,17.0,1497.0,3741.0,141,150,112,1,118,104.0,48.0,925,4,25,5,0,0,0,104
2023847,4,3,4,2059,2045,2335,2328,15.0,626.0,4584.0,96,103,78,0,14,210.0,79.0,612,3,15,0,0,0,0,0
2294461,4,10,4,1919,1525,2159,1820,1.0,1525.0,1779.0,160,175,139,1,234,186.0,162.0,1097,6,15,0,0,3,0,216
5296555,9,7,7,1917,1835,2135,2045,1.0,1332.0,2468.0,198,190,161,1,42,241.0,81.0,1158,21,16,33,0,8,0,9
2444745,5,20,2,710,700,835,820,17.0,2867.0,1201.0,145,140,130,1,10,24.0,179.0,777,5,10,0,0,15,0,0
1153773,2,27,3,1229,1220,1512,1500,5.0,233.0,4036.0,223,220,205,1,9,258.0,16.0,1449,4,14,0,0,0,0,0
2396161,5,5,1,2028,2020,2130,2125,17.0,3317.0,4049.0,62,65,51,0,8,204.0,47.0,325,2,9,0,0,0,0,0
3627387,7,9,3,1032,1020,1314,1300,17.0,1582.0,1725.0,162,160,148,1,12,285.0,143.0,1034,2,12,0,0,0,0,0
6611648,12,20,6,1755,1220,1943,1409,13.0,6565.0,4374.0,108,109,92,1,335,79.0,73.0,411,1,15,334,0,0,0,0
2093810,4,20,7,2223,2150,704,617,6.0,1694.0,1630.0,341,327,305,1,33,157.0,37.0,2611,11,25,33,0,14,0,0
1679018,3,7,5,1427,1355,1625,1555,1.0,1039.0,2172.0,178,180,154,1,32,177.0,81.0,984,8,16,0,0,0,0,30
1146152,2,6,3,1839,1800,2012,1925,5.0,1492.0,2745.0,213,205,188,1,39,136.0,155.0,1222,10,15,39,0,8,0,0
3986658,7,23,3,1529,1514,1620,1610,9.0,33.0,4913.0,111,116,93,0,15,18.0,179.0,590,5,13,0,0,0,0,0
5281384,9,9,2,1305,1250,1828,1800,1.0,582.0,926.0,203,190,164,1,15,100.0,81.0,1313,22,17,0,0,13,0,15
3559015,6,16,1,54,2305,148,12,5.0,1411.0,347.0,54,67,43,1,109,136.0,200.0,305,5,6,2,0,0,0,94
4051434,7,11,5,2303,2231,2353,2316,12.0,352.0,1295.0,50,45,30,1,32,199.0,84.0,144,5,15,32,0,5,0,0
4171375,7,14,1,2313,2230,19,1,4.0,1310.0,685.0,66,91,46,1,43,150.0,135.0,228,3,17,3,0,0,0,15
4381513,8,26,2,1453,1235,1628,1341,19.0,7016.0,2344.0,95,66,36,1,138,135.0,211.0,157,3,56,167,0,0,0,0
4395159,8,15,5,1538,1515,1720,1658,13.0,5401.0,4166.0,102,103,64,1,23,37.0,48.0,370,6,32,0,0,0,0,22
3823274,7,27,7,912,904,1040,1025,14.0,6323.0,3795.0,88,81,71,1,8,271.0,258.0,372,4,13,0,0,15,0,0
1979950,4,28,1,1947,1827,2132,2014,14.0,6054.0,4082.0,165,167,149,1,80,35.0,80.0,1013,4,12,0,0,0,0,78
1690127,3,23,7,947,930,1218,1150,1.0,1420.0,2950.0,271,260,235,1,17,210.0,270.0,1726,12,24,17,0,11,0,0
1313723,3,9,7,1358,1335,1656,1620,19.0,7287.0,496.0,118,105,82,1,23,133.0,135.0,595,27,9,0,0,0,0,36
1519493,3,19,3,1710,1557,1743,1650,7.0,4736.0,4508.0,93,113,75,1,73,18.0,34.0,533,4,14,0,0,53,0,0
1153033,2,17,7,1924,1850,2302,2242,5.0,1412.0,415.0,158,172,118,1,34,136.0,224.0,1117,8,32,5,0,0,0,15
6108378,11,12,3,1541,1459,1638,1601,14.0,5748.0,1103.0,57,62,44,1,42,58.0,258.0,153,4,9,0,0,0,0,37
5918895,10,7,2,1814,1635,1931,1807,5.0,203.0,4119.0,77,92,55,1,99,206.0,136.0,395,10,12,84,0,0,0,0
2201451,4,7,1,2007,2000,2136,2115,11.0,4611.0,3742.0,89,75,40,1,7,37.0,150.0,187,18,31,0,0,18,0,3
1539780,3,9,7,1704,1551,2036,1919,9.0,848.0,1095.0,152,148,133,1,73,179.0,177.0,989,11,8,0,0,4,0,73
1515508,3,6,4,1515,1455,1551,1529,7.0,4606.0,3186.0,96,94,71,1,20,18.0,295.0,264,4,21,8,0,2,0,12
3556006,6,1,7,920,755,1020,905,5.0,320.0,287.0,60,70,47,1,85,200.0,136.0,305,4,9,75,0,0,0,0
2493362,5,26,1,1556,1420,1746,1642,18.0,3048.0,314.0,110,142,75,1,96,87.0,96.0,487,8,27,0,0,64,0,0
716229,2,19,2,1734,1700,2030,2000,18.0,3148.0,808.0,176,180,143,1,34,199.0,136.0,1034,6,27,8,0,0,0,22
4230273,7,18,5,1210,1200,1525,1514,6.0,64.0,5302.0,135,134,107,1,10,81.0,18.0,732,13,15,0,0,0,0,0
2022676,4,9,3,1429,1035,1719,1330,15.0,590.0,2761.0,110,115,87,1,234,80.0,199.0,680,9,14,0,0,0,0,229
1451894,3,12,3,1153,1130,1345,1319,16.0,1017.0,2108.0,112,109,91,1,23,63.0,284.0,508,3,18,9,0,3,0,14
219967,1,24,4,2229,2215,16,17,15.0,60.0,1536.0,107,122,92,0,14,259.0,257.0,679,4,11,0,0,0,0,0
3609047,7,4,5,1643,1610,1851,1840,17.0,97.0,883.0,128,150,120,1,33,130.0,179.0,937,2,6,0,0,0,0,0
5999791,11,21,5,742,720,912,855,17.0,1142.0,1425.0,150,155,133,1,22,20.0,220.0,872,4,13,4,0,0,0,13
4475421,8,10,7,2119,2028,2313,2238,15.0,649.0,1835.0,234,250,214,1,51,210.0,248.0,1723,4,16,35,0,0,0,0
3562602,6,18,3,2153,2110,738,700,5.0,778.0,4108.0,405,410,383,1,43,16.0,136.0,3266,10,12,3,0,0,0,35
6989388,12,7,7,1503,1425,1817,1800,5.0,1396.0,571.0,194,215,163,1,38,186.0,96.0,1086,8,23,0,17,0,0,0
3382769,6,10,2,837,805,957,935,11.0,3350.0,3644.0,80,90,68,1,32,175.0,76.0,461,3,9,0,0,0,0,22
1440907,3,3,1,758,730,1046,1023,16.0,1289.0,1944.0,168,173,130,1,28,219.0,215.0,951,5,33,23,0,0,0,0
407459,1,13,7,1648,1630,1741,1729,11.0,4192.0,3376.0,53,59,36,1,18,117.0,210.0,174,10,7,0,0,0,0,0
5514580,10,17,5,1756,1741,1905,1859,19.0,7000.0,2479.0,129,138,112,0,15,251.0,210.0,773,8,9,0,0,0,0,0
4594804,8,6,3,844,820,1109,1052,9.0,667.0,5305.0,145,152,127,1,24,131.0,177.0,972,6,12,0,17,0,0,0
3051715,6,19,4,1102,1030,1211,1140,17.0,1900.0,1051.0,69,70,53,1,32,200.0,130.0,303,6,10,7,0,0,0,24
366829,1,20,7,1438,1359,1544,1514,9.0,884.0,5225.0,66,75,54,1,39,18.0,75.0,366,3,9,30,0,0,0,0
916467,2,26,2,1839,1659,2111,1931,7.0,4383.0,4907.0,92,92,72,1,100,165.0,18.0,453,10,10,0,100,0,0,0
6833394,12,15,1,1222,1215,1301,1310,11.0,3948.0,4314.0,39,55,26,0,7,197.0,210.0,109,6,7,0,0,0,0,0
3434058,6,5,4,1619,1553,1950,1940,12.0,693.0,1369.0,151,167,131,0,26,81.0,87.0,987,5,15,0,0,0,0,0
6835286,12,6,6,2049,1950,2241,2210,11.0,4023.0,2398.0,112,140,95,1,59,210.0,200.0,837,3,14,13,14,0,0,4
4095093,7,19,6,1955,1921,2124,2059,0.0,5918.0,45.0,149,158,125,1,34,181.0,80.0,872,10,14,25,0,0,0,0
2074454,4,25,5,1220,1151,1433,1420,16.0,595.0,583.0,133,149,121,1,29,155.0,216.0,762,2,10,0,0,0,0,0
4743060,8,17,7,1011,1005,1305,1315,1.0,1397.0,996.0,114,130,95,0,6,81.0,18.0,732,9,10,0,0,0,0,0
6209326,11,19,3,959,945,1249,1220,6.0,701.0,3446.0,170,155,135,1,14,18.0,37.0,946,6,29,11,0,15,0,3
4945202,9,14,7,1706,1515,1901,1728,18.0,2746.0,869.0,115,133,90,1,111,96.0,57.0,628,4,21,93,0,0,0,0
6094390,11,17,1,1817,1810,2110,2112,14.0,4520.0,4429.0,113,122,90,0,7,136.0,18.0,689,8,15,0,0,0,0,0
6040369,11,17,1,926,845,950,908,18.0,2575.0,1530.0,84,83,59,1,41,61.0,187.0,328,4,21,41,0,1,0,0
4926520,9,28,7,1348,1335,1438,1425,17.0,443.0,3320.0,110,110,89,1,13,48.0,35.0,588,5,16,0,0,0,0,0
4972905,9,21,7,2014,1710,2307,2007,19.0,7118.0,3325.0,113,117,90,1,184,210.0,50.0,666,9,14,180,0,0,0,0
4262259,8,11,1,1212,1205,1329,1325,17.0,1674.0,1904.0,77,80,66,0,7,220.0,47.0,369,2,9,0,0,0,0,0
244511,1,7,1,1719,1515,1934,1741,15.0,925.0,2450.0,255,266,237,1,124,210.0,216.0,1739,3,15,0,0,0,0,113
3763816,7,9,3,1052,1035,1138,1125,13.0,5293.0,4969.0,46,50,23,1,17,73.0,140.0,98,10,13,0,0,0,0,0
3776453,7,1,2,1350,1200,1600,1345,13.0,5435.0,3346.0,130,105,115,1,110,211.0,215.0,740,6,9,110,0,25,0,0
4174491,7,19,6,2324,2220,737,656,4.0,646.0,3282.0,313,336,296,1,64,259.0,150.0,2586,4,13,0,0,0,0,41
783606,2,13,3,2023,1842,2141,1953,14.0,1970.0,4384.0,198,191,173,1,101,18.0,68.0,1185,10,15,108,0,0,0,0
3073380,6,26,4,1508,1500,1601,1550,17.0,1163.0,946.0,53,50,39,1,8,29.0,35.0,177,5,9,0,0,0,0,0
5900623,10,30,4,904,855,1016,1007,4.0,204.0,3018.0,72,72,60,0,9,264.0,163.0,324,4,8,0,0,0,0,0
946525,2,13,3,1426,1419,1602,1558,9.0,197.0,654.0,96,99,78,0,7,18.0,79.0,547,7,11,0,0,0,0,0
4590884,8,1,5,1030,745,1209,936,9.0,122.0,5178.0,99,111,79,1,165,104.0,18.0,581,10,10,153,0,0,0,0
6607148,12,10,3,1750,1725,2113,2105,13.0,6594.0,2835.0,143,160,99,0,25,210.0,150.0,740,13,31,0,0,0,0,0
27706,1,11,5,1546,1540,1652,1655,17.0,3760.0,3350.0,66,75,55,0,6,204.0,209.0,361,3,8,0,0,0,0,0
4991403,9,25,4,2135,2105,2246,2234,13.0,6865.0,5211.0,71,89,45,1,30,79.0,160.0,414,6,20,0,0,0,0,0
979678,2,7,4,1500,1430,1610,1540,11.0,3772.0,2325.0,70,70,44,1,30,81.0,165.0,304,5,21,30,0,0,0,0
870734,2,19,2,2213,2159,2356,2357,16.0,1283.0,740.0,103,118,86,0,14,63.0,247.0,600,5,12,0,0,0,0,0
6981121,12,18,4,746,740,1157,1200,5.0,330.0,4108.0,191,200,168,0,6,136.0,162.0,1416,6,17,0,0,0,0,0
5407955,10,10,5,2039,2030,2216,2205,17.0,266.0,874.0,157,155,140,1,9,80.0,204.0,957,7,10,0,0,0,0,0
1376819,3,19,3,927,600,1039,733,14.0,5990.0,5030.0,72,93,60,1,207,260.0,210.0,438,6,6,0,0,0,0,186
4887692,9,16,2,1046,1040,1313,1300,17.0,2349.0,1958.0,87,80,66,1,6,80.0,207.0,472,5,16,0,0,0,0,0
329511,1,31,4,1932,1839,1949,1842,7.0,4357.0,5275.0,77,63,34,1,53,18.0,133.0,151,4,39,12,0,14,0,41
743963,2,24,7,2245,2231,2316,2314,19.0,2828.0,4766.0,31,43,22,0,14,220.0,288.0,110,5,4,0,0,0,0,0
4498681,8,4,1,2034,2014,2108,2100,16.0,591.0,1267.0,154,166,139,0,20,175.0,220.0,1044,5,10,0,0,0,0,0
4528541,8,28,4,1503,1455,1641,1700,16.0,1967.0,2108.0,98,125,85,0,8,63.0,96.0,529,4,9,0,0,0,0,0
2671146,5,21,3,1855,1840,2144,2128,16.0,1133.0,5177.0,229,228,185,1,15,219.0,81.0,1302,6,38,15,0,1,0,0
1229066,3,19,3,826,815,924,920,17.0,96.0,4024.0,58,65,47,0,11,130.0,148.0,359,3,8,0,0,0,0,0
1221960,3,17,1,1153,1145,1148,1150,17.0,373.0,1382.0,55,65,46,0,8,87.0,179.0,229,3,6,0,0,0,0,0
1669763,3,3,1,1819,1640,2027,1905,1.0,555.0,3170.0,248,265,228,1,99,210.0,157.0,1745,4,16,29,0,0,0,53
3089373,6,30,1,1154,1140,1515,1505,17.0,1678.0,2125.0,141,145,123,0,14,264.0,80.0,948,7,11,0,0,0,0,0
951011,2,19,2,1725,1714,1802,1748,9.0,452.0,5347.0,97,94,75,1,11,18.0,200.0,425,4,18,0,0,0,0,0
5907811,10,23,4,339,30,932,604,5.0,1738.0,1328.0,233,214,202,1,189,259.0,136.0,1635,16,15,189,0,19,0,0
5013684,9,14,7,935,929,1022,1023,14.0,5399.0,2671.0,47,54,37,0,6,249.0,157.0,109,4,6,0,0,0,0,0
6443968,11,7,5,1833,1810,2109,2117,5.0,1787.0,255.0,156,187,134,0,23,96.0,177.0,938,7,15,0,0,0,0,0
2364991,4,27,7,648,640,1151,1138,5.0,194.0,1717.0,183,178,161,1,8,155.0,136.0,1222,7,15,0,0,0,0,0
1701140,3,21,5,2333,1945,47,2055,1.0,1864.0,2277.0,74,70,47,1,228,210.0,274.0,258,3,24,0,43,4,0,185
4737669,8,2,6,1036,1030,1623,1615,1.0,1204.0,2896.0,227,225,205,0,6,258.0,210.0,1721,5,17,0,0,0,0,0
1540877,3,11,2,2025,1935,2149,2104,9.0,827.0,5244.0,84,89,61,1,50,18.0,177.0,403,9,14,0,0,0,0,45
479645,1,11,5,740,730,1540,1510,1.0,256.0,2949.0,300,280,273,1,10,155.0,150.0,2248,4,23,10,0,20,0,0
3617104,7,7,1,1720,1645,1723,1700,17.0,2561.0,3713.0,63,75,52,1,35,2.0,220.0,328,5,6,0,0,0,0,23
1913962,4,22,2,1537,1530,1940,1917,18.0,2661.0,233.0,183,167,144,1,7,136.0,237.0,1043,4,35,7,0,16,0,0
4407719,8,3,7,1543,1330,1809,1607,14.0,3837.0,2010.0,86,97,72,1,133,228.0,266.0,521,5,9,0,0,0,0,122
484658,1,6,7,1907,1855,2213,2145,1.0,441.0,1779.0,186,170,126,1,12,219.0,186.0,1013,39,21,0,0,21,0,7
1044854,2,3,7,1744,1645,1901,1740,0.0,5702.0,50.0,137,115,106,1,59,149.0,181.0,576,17,14,0,0,22,0,59
2911834,5,16,5,1719,1615,1819,1715,1.0,1985.0,1460.0,60,60,38,1,64,186.0,177.0,193,6,16,61,0,0,0,3
4478246,8,13,3,1656,1640,2032,2014,15.0,739.0,2686.0,156,154,130,1,16,258.0,80.0,1024,6,20,0,0,2,0,16
898634,2,21,4,1910,1859,2207,2247,6.0,1081.0,4843.0,177,228,152,0,11,150.0,186.0,1090,5,20,0,0,0,0,0
2484511,5,22,4,1107,1055,1322,1323,18.0,114.0,560.0,135,148,120,0,12,111.0,209.0,936,5,10,0,0,0,0,0
2041807,4,27,7,2008,1930,2134,2101,15.0,1577.0,2017.0,86,91,66,1,38,259.0,155.0,414,5,15,0,0,0,0,33
6713455,12,17,3,2142,1950,11,2154,16.0,1844.0,5214.0,209,184,178,1,112,219.0,199.0,980,4,27,43,0,25,0,69
965430,2,24,7,1605,1505,1713,1615,11.0,3101.0,4593.0,68,70,48,1,60,155.0,157.0,236,5,15,3,0,0,0,55
4255176,8,9,6,1832,1800,1948,1925,17.0,2419.0,2391.0,76,85,63,1,32,179.0,175.0,405,5,8,23,0,0,0,0
191466,1,14,1,712,700,808,758,14.0,6695.0,3740.0,56,58,30,0,12,17.0,80.0,125,6,20,0,0,0,0,0
3269652,6,12,4,1928,1905,2201,2206,16.0,728.0,1917.0,153,181,131,0,23,219.0,104.0,992,2,20,0,0,0,0,0
497551,1,25,5,1303,1250,1412,1355,1.0,1059.0,1039.0,189,185,166,1,13,81.0,155.0,1055,7,16,0,0,9,0,8
4576283,8,14,4,1258,1245,1604,1559,7.0,4794.0,5043.0,126,134,103,0,13,206.0,18.0,761,11,12,0,0,0,0,0
5066529,9,30,2,640,626,1236,1220,15.0,1232.0,2751.0,236,234,208,1,14,249.0,210.0,1723,4,24,14,0,2,0,0
5548963,10,11,6,1411,1405,1608,1558,14.0,4022.0,3452.0,177,173,158,0,6,250.0,266.0,1086,6,13,0,0,0,0,0
3559635,6,16,1,11,2025,304,2354,5.0,636.0,662.0,173,209,143,1,226,96.0,186.0,1086,6,24,93,0,0,0,97
27458,1,11,5,1357,1345,1651,1645,17.0,2519.0,855.0,114,120,99,0,12,179.0,185.0,838,4,11,0,0,0,0,0
3149032,6,3,2,2010,1935,2200,2147,13.0,5674.0,2835.0,110,132,96,1,35,73.0,232.0,722,4,10,0,0,0,0,0
559359,1,25,5,1403,1315,1647,1613,4.0,67.0,3396.0,164,178,144,1,48,150.0,104.0,1069,2,18,10,0,0,0,24
2724447,5,20,2,637,630,925,848,7.0,4703.0,3936.0,168,138,147,1,7,281.0,18.0,793,7,14,7,0,30,0,0
4112278,7,17,4,631,625,915,910,1.0,768.0,2911.0,164,165,141,0,6,96.0,186.0,1086,4,19,0,0,0,0,0
5506375,10,5,7,1530,1509,1748,1752,19.0,2891.0,1543.0,78,103,57,0,21,220.0,85.0,351,5,16,0,0,0,0,0
5145912,9,20,6,1635,1600,1646,1620,7.0,4596.0,5286.0,71,80,52,1,35,18.0,94.0,350,3,16,26,0,0,0,0
658448,2,19,2,1506,1455,1852,1855,17.0,1117.0,1287.0,166,180,153,0,11,20.0,48.0,1342,7,6,0,0,0,0,0
2942976,5,21,3,1802,1730,2107,2017,4.0,392.0,2718.0,185,167,130,1,32,177.0,162.0,950,14,41,0,0,50,0,0
510084,1,2,3,1142,1130,1514,1520,1.0,1498.0,2673.0,152,170,131,0,12,210.0,247.0,1120,10,11,0,0,0,0,0
2398791,5,6,2,1532,1455,2316,2245,17.0,1304.0,2189.0,284,290,256,1,37,155.0,143.0,2283,10,18,31,0,0,0,0
2040084,4,10,4,1019,956,1313,1243,15.0,1515.0,2251.0,114,107,91,1,23,220.0,80.0,602,8,15,0,0,7,0,23
3248542,6,25,3,1122,1029,1300,1203,15.0,1279.0,5068.0,98,94,80,1,53,93.0,258.0,451,7,11,0,0,57,0,0
520596,1,20,7,1359,1340,1506,1440,1.0,1925.0,2901.0,67,60,40,1,19,177.0,186.0,193,9,18,19,0,7,0,0
