,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6922201,12,19,5,1936,1845,2303,2220,1.0,1337.0,2722.0,147,155,122,1,51,210.0,177.0,1005,6,19,0,0,43,0,0
2893397,5,23,5,1948,1935,2155,2145,1.0,1279.0,2951.0,187,190,168,0,13,186.0,210.0,1197,4,15,0,0,0,0,0
1578948,3,21,5,1353,1340,1504,1455,11.0,3806.0,3657.0,71,75,51,0,13,81.0,15.0,313,4,16,0,0,0,0,0
3823015,7,27,7,1352,1116,1445,1214,14.0,5926.0,3958.0,53,58,32,1,156,80.0,114.0,212,3,18,114,0,0,0,37
5371050,9,4,4,617,610,1321,1327,6.0,1208.0,429.0,244,257,224,0,7,157.0,18.0,1946,8,12,0,0,0,0,0
3062853,6,23,1,1909,1830,2051,2015,17.0,1475.0,4129.0,162,165,147,1,39,2.0,216.0,1111,4,11,35,0,0,0,1
3570487,6,25,3,2350,2340,800,803,5.0,650.0,1334.0,310,323,291,0,10,259.0,96.0,2565,8,11,0,0,0,0,0
4177699,7,25,5,1952,1930,2307,2252,4.0,169.0,2352.0,375,382,337,1,22,150.0,268.0,2521,4,34,0,0,0,0,15
451063,1,25,5,1859,1845,2143,2138,12.0,1637.0,1275.0,104,113,86,0,14,181.0,79.0,762,8,10,0,0,0,0,0
3915554,7,2,3,1111,1105,1156,1200,17.0,1322.0,3862.0,105,115,92,0,6,48.0,179.0,611,5,8,0,0,0,0,0
5742310,10,25,6,1844,1735,2007,1900,11.0,3166.0,4435.0,83,85,62,1,69,264.0,270.0,342,14,7,67,0,0,0,0
1127577,2,19,2,1217,1210,1509,1510,4.0,560.0,3004.0,172,180,141,0,7,104.0,279.0,1119,12,19,0,0,0,0,0
6939687,12,12,5,621,605,930,905,1.0,2250.0,3032.0,189,180,165,1,16,162.0,186.0,1097,10,14,16,0,9,0,0
6518854,12,19,5,918,910,1122,1130,17.0,1494.0,799.0,124,140,109,0,8,224.0,177.0,834,7,8,0,0,0,0,0
2582111,5,17,6,1559,1545,1629,1625,14.0,2731.0,1834.0,30,40,24,0,14,187.0,19.0,96,4,2,0,0,0,0,0
2853929,5,25,7,2027,2015,2300,2255,0.0,4773.0,78.0,93,100,71,0,12,199.0,109.0,488,9,13,0,0,0,0,0
3673595,7,23,3,2033,1915,2221,2110,17.0,3132.0,814.0,108,115,90,1,78,220.0,204.0,646,4,14,35,0,0,0,36
3179784,6,10,2,1014,1001,1300,1254,14.0,3919.0,2069.0,106,113,86,0,13,264.0,266.0,585,7,13,0,0,0,0,0
6823210,12,16,2,1235,1110,1349,1205,11.0,3487.0,4306.0,74,55,43,1,85,262.0,81.0,190,23,8,0,0,19,0,85
2336135,4,19,6,1412,1350,1637,1638,4.0,833.0,3339.0,145,168,128,0,22,215.0,150.0,1028,3,14,0,0,0,0,0
1115776,2,25,1,59,2330,837,715,3.0,851.0,2778.0,338,345,309,1,89,164.0,257.0,2701,5,24,82,0,0,0,0
782747,2,12,2,552,545,628,635,14.0,5569.0,858.0,36,50,26,0,7,269.0,258.0,86,3,7,0,0,0,0,0
4153289,7,8,2,1139,1130,1353,1341,3.0,300.0,1156.0,134,131,105,1,9,258.0,258.0,679,8,21,0,0,0,0,0
6000651,11,21,5,1636,1630,1734,1730,17.0,40.0,3303.0,58,60,44,0,6,130.0,76.0,239,3,11,0,0,0,0,0
5601162,10,20,1,1214,1030,1533,1348,15.0,640.0,2617.0,139,138,96,1,104,210.0,96.0,719,8,35,104,0,1,0,0
1230332,3,19,3,2122,2055,2220,2200,17.0,139.0,3938.0,58,65,49,1,27,209.0,220.0,325,5,4,1,0,0,0,19
638793,2,12,2,932,920,1043,1025,17.0,1426.0,3667.0,71,65,45,1,12,271.0,155.0,226,6,20,0,0,18,0,0
4788369,8,16,6,2349,2145,134,2359,4.0,1083.0,724.0,105,134,74,1,124,150.0,63.0,541,5,26,15,0,0,0,80
4306896,8,25,1,1049,1040,1256,1255,17.0,69.0,3357.0,127,135,110,0,9,48.0,177.0,787,6,11,0,0,0,0,0
6918966,12,16,2,2056,2005,2313,2200,1.0,1217.0,2049.0,197,175,166,1,51,177.0,210.0,1005,22,9,0,0,42,0,31
4442927,8,24,7,1316,1307,1432,1419,14.0,5808.0,5003.0,76,72,52,1,9,235.0,80.0,301,10,14,0,0,0,0,0
3349970,6,4,3,1853,1838,2008,1943,9.0,540.0,1204.0,255,245,229,1,15,18.0,220.0,1587,5,21,0,0,10,0,15
676499,2,24,7,1517,1445,1618,1600,17.0,1477.0,3147.0,61,75,52,1,32,204.0,209.0,361,4,5,3,0,0,0,15
403806,1,31,4,1004,850,1127,940,11.0,4054.0,3090.0,83,50,32,1,74,210.0,221.0,130,3,48,0,3,33,0,71
2828653,5,4,7,1203,1140,1434,1423,12.0,840.0,2554.0,331,343,316,1,23,199.0,16.0,2518,4,11,0,0,0,0,0
1050473,2,13,3,1451,1403,1527,1445,0.0,5865.0,56.0,36,42,20,1,48,87.0,154.0,74,3,13,0,0,0,0,42
4389056,8,5,2,1215,1035,1316,1125,13.0,5254.0,4969.0,61,50,26,1,100,73.0,64.0,116,4,31,0,100,11,0,0
130002,1,2,3,1348,1300,1655,1605,19.0,7190.0,2389.0,127,125,105,1,48,80.0,249.0,794,4,18,0,0,0,0,50
170603,1,1,2,1846,1658,1915,1738,14.0,6599.0,3841.0,29,40,15,1,108,80.0,68.0,72,5,9,0,0,0,0,97
241014,1,2,3,1426,1310,1716,1604,15.0,773.0,4781.0,110,114,95,1,76,210.0,240.0,642,6,9,12,0,0,0,60
5806934,10,3,5,1236,1210,1423,1403,0.0,2935.0,75.0,107,113,83,1,26,0.0,87.0,424,13,11,0,0,20,0,0
3887224,7,13,7,2003,1955,2140,2146,16.0,1621.0,648.0,97,111,80,0,8,63.0,162.0,544,6,11,0,0,0,0,0
3211803,6,29,7,2110,1958,2224,2113,14.0,5562.0,2680.0,74,75,56,1,72,252.0,258.0,262,8,10,0,0,0,0,71
1685937,3,31,1,2002,1930,2258,2215,1.0,1270.0,1755.0,116,105,82,1,32,80.0,81.0,641,6,28,0,0,11,0,32
74980,1,26,6,1456,1450,1549,1555,17.0,3420.0,2248.0,53,65,42,0,6,47.0,155.0,223,3,8,0,0,0,0,0
2751335,5,16,5,541,535,840,838,9.0,106.0,1189.0,119,123,97,0,6,81.0,18.0,732,10,12,0,0,0,0,0
3834423,7,13,7,2210,2006,645,500,15.0,106.0,2540.0,335,354,322,1,124,16.0,210.0,2846,3,10,0,0,0,0,105
3831196,7,13,7,1554,1536,2241,1847,15.0,25.0,2425.0,587,371,344,1,18,150.0,157.0,2475,12,231,18,0,216,0,0
5202651,9,1,1,753,745,918,905,11.0,3872.0,3149.0,85,80,64,1,8,81.0,148.0,408,3,18,0,0,0,0,0
1411870,3,1,6,1135,920,1357,1206,15.0,459.0,1383.0,142,166,122,1,135,135.0,186.0,921,6,14,48,0,0,0,63
1810211,4,9,3,1939,1910,2106,2005,17.0,332.0,2114.0,87,55,71,1,29,76.0,286.0,237,4,12,24,0,32,0,5
5342270,9,24,3,1227,1000,1505,1232,4.0,140.0,3014.0,158,152,141,1,147,215.0,150.0,1028,2,15,147,0,6,0,0
4783546,8,7,4,1535,1440,1658,1619,4.0,1102.0,824.0,83,99,65,1,55,238.0,150.0,426,3,15,0,0,33,0,6
1807544,4,8,2,2032,2015,2123,2115,17.0,1409.0,3533.0,51,60,43,0,17,158.0,76.0,293,2,6,0,0,0,0,0
3166186,6,1,7,1332,1323,1524,1525,14.0,6698.0,3740.0,112,122,99,0,9,80.0,198.0,679,4,9,0,0,0,0,0
1506353,3,30,7,1817,1642,2123,1919,7.0,4311.0,4672.0,126,97,90,1,95,161.0,18.0,503,23,13,0,95,29,0,0
6260845,11,12,3,836,825,1015,941,9.0,115.0,1233.0,159,136,129,1,11,18.0,81.0,732,7,23,11,0,23,0,0
986579,2,8,5,1459,1450,1721,1730,11.0,4065.0,3319.0,82,100,71,0,9,210.0,178.0,594,3,8,0,0,0,0,0
6950215,12,19,5,852,740,1435,1315,3.0,658.0,1246.0,223,215,192,1,72,258.0,81.0,1660,11,20,72,0,8,0,0
570872,1,2,3,958,935,1423,1405,5.0,0.0,3400.0,505,510,478,1,23,136.0,129.0,3904,5,22,0,0,0,0,18
6522325,12,21,7,1821,1800,1924,1905,17.0,1308.0,2089.0,63,65,52,1,21,20.0,173.0,294,3,8,6,0,0,0,13
1264319,3,29,6,1544,1530,1701,1655,17.0,3053.0,2201.0,77,85,63,0,14,264.0,155.0,386,8,6,0,0,0,0,0
4969525,9,16,2,1653,1644,1757,1738,19.0,7230.0,2724.0,124,114,91,1,9,135.0,133.0,595,5,28,19,0,0,0,0
5682993,10,31,5,1231,1010,1952,1730,6.0,99.0,3955.0,261,260,226,1,141,157.0,18.0,1946,13,22,0,0,1,0,141
3733498,7,27,7,541,528,820,813,18.0,2012.0,604.0,159,165,144,0,13,199.0,136.0,1034,4,11,0,0,0,0,0
4217623,7,8,2,1432,1425,1612,1603,6.0,810.0,4958.0,100,98,81,0,7,18.0,247.0,515,5,14,0,0,0,0,0
3744479,7,9,3,48,1944,140,2101,19.0,7055.0,2413.0,112,137,96,1,304,238.0,210.0,647,4,12,0,0,279,0,0
6321899,11,30,7,2145,2127,37,4,12.0,478.0,2348.0,172,157,150,1,18,87.0,284.0,983,4,18,7,0,15,0,11
2245788,4,11,5,618,600,817,800,0.0,3737.0,40.0,119,120,89,1,18,45.0,87.0,536,11,19,17,0,0,0,0
642478,2,14,4,1942,1935,2237,2230,17.0,2977.0,1962.0,115,115,96,0,7,2.0,130.0,759,6,13,0,0,0,0,0
3280165,6,20,5,1955,1800,2109,1906,16.0,659.0,4480.0,74,66,45,1,115,220.0,155.0,256,7,22,115,0,8,0,0
2317156,4,11,5,1635,1622,1854,1847,3.0,367.0,4175.0,139,145,122,0,13,231.0,216.0,873,3,14,0,0,0,0,0
1595992,3,15,6,2042,2015,2154,2135,11.0,4481.0,2368.0,72,80,57,1,27,210.0,35.0,409,3,12,19,0,0,0,0
3888030,7,13,7,1130,1005,1231,1122,16.0,180.0,4345.0,61,77,45,1,85,220.0,248.0,304,3,13,62,0,0,0,7
6711194,12,15,1,1454,1440,1636,1620,16.0,448.0,3126.0,102,100,77,1,14,220.0,266.0,507,7,18,0,0,2,0,14
3294411,6,1,7,1353,1335,1458,1440,17.0,122.0,2234.0,65,65,48,1,18,155.0,248.0,258,3,14,0,0,0,0,18
5514034,10,17,5,1900,1750,2045,1919,19.0,2721.0,5046.0,105,89,60,1,70,63.0,178.0,413,8,37,0,86,0,0,0
1270933,3,31,1,1000,945,1113,1105,17.0,2982.0,3842.0,73,80,59,0,15,264.0,155.0,386,4,10,0,0,0,0,0
5933772,10,8,3,1716,1452,1937,1713,6.0,1769.0,5163.0,81,81,51,1,144,181.0,18.0,332,10,20,116,0,0,0,28
253597,1,3,4,925,858,1450,1429,15.0,1529.0,2065.0,205,211,176,1,27,155.0,210.0,1515,6,23,0,0,0,0,21
3538506,6,2,1,717,635,1013,913,4.0,139.0,3241.0,176,158,152,1,42,150.0,215.0,1028,3,21,42,0,18,0,0
4193824,7,7,1,2037,1915,2317,2213,5.0,83.0,663.0,160,178,102,1,82,96.0,18.0,745,11,47,8,0,0,0,56
565370,1,31,4,1902,1725,2139,1958,5.0,225.0,898.0,217,213,199,1,97,48.0,136.0,1235,5,13,0,0,5,0,96
6025260,11,29,6,1709,1640,1803,1750,17.0,2668.0,4010.0,54,70,40,1,29,155.0,47.0,223,2,12,0,0,0,0,0
6627933,12,28,7,1527,1300,1747,1545,14.0,4801.0,2086.0,80,105,69,1,147,100.0,266.0,501,4,7,122,0,0,0,0
4838325,8,12,2,1349,1340,1913,1932,6.0,693.0,3453.0,204,232,180,0,9,267.0,18.0,1589,8,16,0,0,0,0,0
6082833,11,17,1,2005,1950,2052,2032,13.0,6555.0,5334.0,47,42,16,1,15,73.0,160.0,70,5,26,15,0,5,0,0
1667475,3,1,6,1717,1700,1828,1805,1.0,461.0,2288.0,71,65,43,1,17,20.0,81.0,190,14,14,0,0,6,0,17
3973136,7,5,6,1609,1502,1856,1714,9.0,424.0,5325.0,107,72,60,1,67,227.0,18.0,272,12,35,0,0,35,0,67
1233896,3,20,4,2120,2045,2247,2210,17.0,2969.0,3088.0,87,85,70,1,35,216.0,268.0,479,4,13,6,0,2,0,29
35690,1,14,1,925,905,1152,1135,17.0,21.0,3251.0,87,90,77,1,20,91.0,76.0,562,3,7,0,0,0,0,17
3988849,7,26,6,2156,2135,2231,2218,9.0,562.0,5086.0,95,103,77,1,21,18.0,34.0,533,5,13,0,0,0,0,0
6365343,11,11,2,1034,1010,1400,1345,1.0,614.0,2733.0,146,155,121,1,24,81.0,87.0,987,13,12,15,0,0,0,0
1601367,3,31,1,2305,2055,3,2200,11.0,4802.0,3840.0,58,65,37,1,130,162.0,37.0,185,4,17,27,0,0,0,96
4354322,8,17,7,1633,1530,1821,1742,18.0,2255.0,368.0,108,132,87,1,63,96.0,73.0,569,6,15,39,0,0,0,0
2147637,4,14,1,627,600,748,727,9.0,745.0,4682.0,81,87,61,1,27,177.0,18.0,403,7,13,21,0,0,0,0
628773,2,9,6,1014,1005,1124,1120,17.0,1504.0,3919.0,70,75,54,0,9,264.0,157.0,308,9,7,0,0,0,0,0
2534900,5,24,6,2011,1858,2155,2047,19.0,7157.0,2336.0,104,109,84,1,73,18.0,135.0,533,4,16,0,0,0,0,68
895084,2,18,1,1807,1745,2003,1950,6.0,1506.0,3446.0,296,305,273,1,22,18.0,242.0,1993,5,18,0,0,0,0,0
3243536,6,20,5,1805,1715,2106,1933,15.0,937.0,2681.0,301,258,229,1,50,210.0,157.0,1745,6,66,9,0,43,0,41
5981061,11,15,6,1108,1055,1512,1500,17.0,3815.0,2408.0,124,125,96,1,13,155.0,15.0,758,5,23,0,0,0,0,0
3693085,7,29,2,2039,2010,2322,2300,17.0,3405.0,1441.0,103,110,84,1,29,179.0,237.0,632,4,15,12,0,0,0,10
3991306,7,29,2,1855,1749,2017,1858,9.0,466.0,5319.0,142,129,94,1,66,18.0,175.0,692,7,41,66,0,13,0,0
2513737,5,6,2,1210,1151,1521,1445,18.0,2305.0,390.0,191,174,165,1,19,186.0,61.0,1080,6,20,9,0,17,0,10
4850049,9,4,4,1917,1905,2142,2130,17.0,796.0,1160.0,85,85,73,1,12,204.0,36.0,511,4,8,0,0,0,0,0
5401534,10,8,3,1639,1625,1745,1740,17.0,999.0,1824.0,66,75,40,0,14,155.0,157.0,236,9,17,0,0,0,0,0
2969719,5,29,4,1548,1459,1940,1802,5.0,375.0,1328.0,232,183,174,1,49,248.0,96.0,1068,39,19,0,0,98,0,0
2276735,4,26,6,1804,1710,2022,1830,1.0,779.0,2777.0,198,140,118,1,54,219.0,210.0,678,8,72,0,0,112,0,0
6360848,11,7,5,1843,1835,2000,2010,1.0,407.0,2110.0,137,155,122,0,8,257.0,81.0,733,7,8,0,0,0,0,0
1280280,3,25,2,1627,1555,1743,1723,18.0,78.0,272.0,76,88,60,1,32,287.0,20.0,426,5,11,20,0,0,0,0
4985698,9,14,7,2100,1500,2210,1613,13.0,6861.0,3613.0,70,73,35,1,360,73.0,87.0,229,12,23,0,357,0,0,0
6568742,12,15,1,1458,1205,1646,1343,18.0,2248.0,516.0,108,98,93,1,173,192.0,136.0,427,5,10,0,173,10,0,0
4491890,8,17,7,905,827,1058,1022,15.0,1544.0,2056.0,293,295,262,1,38,135.0,155.0,2066,6,25,36,0,0,0,0
1256865,3,27,4,1418,1405,1631,1610,17.0,1138.0,982.0,73,65,52,1,13,179.0,256.0,271,6,15,0,0,8,0,13
1429957,3,30,7,1415,1359,1533,1518,15.0,1219.0,1524.0,138,139,122,1,16,275.0,80.0,770,4,12,12,0,0,0,3
720981,2,13,3,2053,2000,2212,2115,18.0,2700.0,462.0,79,75,54,1,53,61.0,135.0,288,9,16,24,0,4,0,29
4107234,7,16,3,1825,1800,1913,1845,1.0,537.0,2889.0,168,165,139,1,25,81.0,155.0,1055,10,19,7,0,3,0,18
354960,1,2,3,633,600,912,839,9.0,569.0,5210.0,99,99,77,1,33,34.0,18.0,533,5,17,33,0,0,0,0
4583050,8,6,3,1059,1050,1540,1518,8.0,616.0,5119.0,161,148,123,1,9,80.0,140.0,977,12,26,6,0,16,0,0
4711814,8,2,6,1753,1615,1852,1720,0.0,5934.0,60.0,59,65,41,1,98,260.0,181.0,243,9,9,0,92,0,0,0
1145598,2,10,7,1917,1755,2125,2030,5.0,602.0,899.0,128,155,104,1,82,149.0,96.0,821,7,17,0,0,55,0,0
2180552,4,5,6,934,845,1257,1215,11.0,3722.0,4772.0,143,150,126,1,49,81.0,120.0,999,4,13,42,0,0,0,0
2792787,5,6,2,1845,1835,2018,2020,11.0,4069.0,2328.0,93,105,75,0,10,210.0,298.0,522,4,14,0,0,0,0,0
122459,1,5,6,902,845,925,904,18.0,2017.0,1044.0,83,79,62,1,17,61.0,179.0,307,5,16,17,0,4,0,0
5568321,10,3,5,1607,1540,1733,1721,14.0,6073.0,4889.0,86,101,70,1,27,210.0,167.0,466,7,9,0,0,0,0,0
1247230,3,24,1,651,645,845,830,17.0,377.0,1535.0,114,105,102,1,6,238.0,284.0,587,3,9,0,0,9,6,0
5965464,11,10,1,1726,1635,1843,1755,17.0,878.0,1850.0,77,80,55,1,51,233.0,48.0,328,11,11,48,0,0,0,0
4094960,7,9,3,2222,1955,2330,2055,0.0,5915.0,75.0,68,60,32,1,147,181.0,133.0,184,8,28,0,147,8,0,0
6571978,12,11,4,1422,1415,1600,1548,18.0,2422.0,355.0,98,93,71,1,7,136.0,158.0,458,5,22,0,0,0,0,0
6506290,12,16,2,1503,1425,1540,1520,17.0,3176.0,2383.0,37,55,26,1,38,20.0,130.0,148,3,8,0,0,0,0,20
3341939,6,11,3,2134,2120,2317,2306,8.0,834.0,5105.0,163,166,145,1,14,80.0,257.0,1024,8,10,0,0,0,0,0
4128957,7,28,1,1426,1325,2031,1940,1.0,1467.0,2845.0,245,255,221,1,61,259.0,210.0,1846,6,18,3,0,0,0,48
4132833,7,26,6,1830,1745,1933,1850,1.0,1621.0,2571.0,63,65,40,1,45,20.0,81.0,190,13,10,0,0,0,0,43
588108,1,1,2,1518,1205,1847,1554,6.0,547.0,428.0,389,409,362,1,193,267.0,205.0,2936,12,15,173,0,0,0,0
182400,1,9,3,1132,1025,1300,1206,14.0,3764.0,1960.0,88,101,68,1,67,80.0,266.0,391,6,14,54,0,0,0,0
644120,2,14,4,1637,1630,1913,1910,17.0,1128.0,3001.0,156,160,140,0,7,177.0,87.0,957,4,12,0,0,0,0,0
6977396,12,23,2,1110,1100,1335,1322,5.0,476.0,1459.0,265,262,226,1,10,136.0,258.0,1635,7,32,0,0,0,0,0
4012252,7,19,6,1644,1635,2047,2040,11.0,3588.0,2335.0,183,185,159,0,9,81.0,244.0,1266,10,14,0,0,0,0,0
6670471,12,31,3,821,810,1008,1010,15.0,375.0,2540.0,167,180,143,0,11,80.0,258.0,967,5,19,0,0,0,0,0
5696308,10,2,4,1548,1540,1617,1616,7.0,5454.0,4845.0,89,96,73,0,8,18.0,10.0,500,3,13,0,0,0,0,0
423314,1,3,4,1510,1502,1626,1625,12.0,130.0,4182.0,76,83,54,0,8,199.0,210.0,334,5,17,0,0,0,0,0
1914,1,3,4,2303,2115,22,2245,17.0,3921.0,1915.0,79,90,63,1,108,259.0,248.0,447,3,13,0,0,0,0,97
864807,2,14,4,1933,1712,2247,2006,16.0,564.0,4830.0,314,294,297,1,141,177.0,220.0,1848,6,11,13,0,20,0,128
6154972,11,17,1,1818,1644,1933,1807,15.0,1239.0,5076.0,135,143,106,1,94,241.0,210.0,642,6,23,0,0,75,0,11
3940747,7,31,4,1740,1549,2152,1809,7.0,4335.0,3254.0,192,80,63,1,111,217.0,18.0,247,65,64,0,111,112,0,0
4157823,7,18,5,1556,1525,1839,1756,3.0,605.0,2807.0,163,151,133,1,31,155.0,257.0,866,6,24,0,0,12,0,31
3578662,6,22,7,1855,1845,2027,2019,5.0,397.0,3825.0,152,154,120,0,10,136.0,80.0,861,11,21,0,0,0,0,0
230005,1,21,1,1040,1014,1552,1518,15.0,408.0,1550.0,192,184,158,1,26,80.0,63.0,1337,2,32,18,0,8,0,8
1842639,4,18,5,1901,1755,2026,1920,17.0,3497.0,3540.0,85,85,75,1,66,243.0,248.0,488,3,7,0,0,0,0,66
4765195,8,18,1,1357,1340,1706,1710,1.0,2457.0,849.0,129,150,112,0,17,210.0,37.0,867,7,10,0,0,0,0,0
3359615,6,16,1,1056,1048,1331,1329,9.0,666.0,5305.0,155,161,137,0,8,177.0,131.0,972,11,7,0,0,0,0,0
1195059,3,9,7,1459,1445,1606,1600,17.0,70.0,2989.0,67,75,53,0,14,48.0,185.0,377,4,10,0,0,0,0,0
752442,2,8,5,2005,1915,2140,2102,13.0,5405.0,1985.0,95,107,70,1,50,37.0,48.0,370,5,20,0,38,0,0,0
2180501,4,14,1,2007,1920,2319,2245,11.0,3720.0,3058.0,132,145,116,1,47,81.0,50.0,922,4,12,34,0,0,0,0
4439536,8,22,5,1522,1452,1601,1535,14.0,4035.0,2069.0,99,103,80,1,30,267.0,111.0,546,4,15,26,0,0,0,0
2836809,5,4,7,1633,1626,1832,1826,12.0,1432.0,1350.0,119,120,93,0,7,233.0,87.0,614,12,14,0,0,0,0,0
4872347,9,11,4,2000,1950,105,55,17.0,847.0,1480.0,185,185,172,0,10,157.0,130.0,1390,4,9,0,0,0,0,0
5697143,10,1,3,1308,1245,1519,1504,7.0,5481.0,3827.0,131,139,112,1,23,281.0,18.0,793,8,11,0,0,0,0,15
6717942,12,21,7,1937,1900,2101,2009,16.0,2135.0,3813.0,84,69,45,1,37,162.0,37.0,185,6,33,0,0,15,0,37
1882653,4,30,3,2234,2045,11,2240,17.0,2096.0,4881.0,157,175,147,1,109,248.0,179.0,1105,3,7,3,0,0,0,88
6789814,12,1,1,1441,1351,1617,1552,9.0,679.0,597.0,156,181,143,1,50,248.0,187.0,1183,4,9,0,0,0,0,25
1663549,3,5,3,1359,1350,1545,1540,1.0,325.0,2571.0,166,170,147,0,9,81.0,266.0,988,3,16,0,0,0,0,0
1074319,2,14,4,2027,2005,2150,2135,1.0,1125.0,832.0,143,150,119,1,22,18.0,81.0,732,6,18,0,0,4,0,11
405446,1,30,3,1510,1420,1659,1630,11.0,4116.0,3625.0,109,130,88,1,50,206.0,210.0,693,7,14,0,0,0,0,29
651458,2,16,6,1533,1525,1848,1905,17.0,597.0,4224.0,135,160,120,0,8,258.0,80.0,1024,8,7,0,0,0,0,0
1348307,3,2,7,2202,1947,112,2252,14.0,5822.0,3764.0,130,125,97,1,135,210.0,57.0,760,9,24,0,0,0,0,140
632482,2,11,1,707,700,815,815,17.0,263.0,2041.0,68,75,54,0,7,47.0,204.0,325,5,9,0,0,0,0,0
3078154,6,27,5,1622,1455,2216,2055,17.0,2183.0,1859.0,234,240,221,1,87,157.0,179.0,1750,3,10,0,0,0,0,81
4043434,7,19,6,1755,1740,1949,1930,11.0,4868.0,3684.0,114,110,65,1,15,162.0,61.0,418,6,43,0,0,4,0,15
4343295,8,24,7,1905,1853,1945,1921,18.0,2798.0,353.0,100,88,56,1,12,61.0,210.0,316,14,30,1,0,12,0,11
2289511,4,20,7,1741,1735,2152,2150,1.0,1337.0,2282.0,131,135,107,0,6,220.0,81.0,868,12,12,0,0,0,0,0
1099339,2,11,1,1624,1530,2028,1910,1.0,2313.0,3071.0,184,160,122,1,54,126.0,210.0,1009,51,11,0,0,78,0,0
3395111,6,22,7,1359,1305,1536,1450,11.0,3816.0,4477.0,97,105,76,1,54,81.0,192.0,540,5,16,0,0,0,0,46
5580278,10,19,7,1324,1258,1509,1451,14.0,6714.0,5207.0,105,113,88,1,26,198.0,80.0,679,7,10,0,0,0,0,18
2877105,5,1,4,1606,1600,1730,1720,1.0,563.0,2272.0,144,140,126,0,6,18.0,81.0,732,9,9,0,0,0,0,0
1538614,3,8,6,818,800,1048,945,9.0,499.0,4703.0,150,105,103,1,18,18.0,186.0,595,6,41,18,0,45,0,0
6670432,12,6,6,1349,1325,1652,1635,15.0,374.0,1327.0,123,130,101,1,24,210.0,219.0,678,5,17,0,17,0,0,0
6689793,12,17,3,1122,1103,1417,1415,15.0,1485.0,1886.0,115,132,97,0,19,209.0,80.0,819,6,12,0,0,0,0,0
640924,2,13,3,2146,2045,31,2330,17.0,1437.0,2133.0,225,225,202,1,61,179.0,220.0,1444,16,7,0,0,0,0,61
872007,2,20,3,2005,1745,2136,1925,16.0,719.0,3677.0,91,100,69,1,140,63.0,219.0,448,5,17,0,0,131,0,0
6080089,11,11,2,1550,1517,2027,1848,13.0,6370.0,3902.0,217,151,110,1,33,136.0,73.0,871,1,106,33,0,66,0,0
3648110,7,16,3,1926,1845,2043,2015,17.0,335.0,3940.0,77,90,64,1,41,64.0,219.0,405,4,9,0,0,0,0,28
1141655,2,14,4,1353,1250,1742,1625,5.0,1184.0,4212.0,169,155,119,1,63,210.0,96.0,719,10,40,0,0,14,0,63
5228113,9,8,1,1352,1340,1644,1639,12.0,282.0,4182.0,112,119,82,0,12,181.0,87.0,610,13,17,0,0,0,0,0
4549686,8,26,2,2056,1855,2242,2051,6.0,824.0,4808.0,106,116,78,1,121,79.0,18.0,547,17,11,40,0,0,0,71
3258916,6,4,3,1622,1402,1742,1517,16.0,49.0,3360.0,80,75,44,1,140,100.0,155.0,258,7,29,0,70,5,0,70
6088863,11,21,5,1346,1335,1425,1412,14.0,2615.0,2153.0,39,37,23,1,11,187.0,197.0,74,4,12,0,0,0,0,0
932317,2,4,1,2215,2140,32,2329,8.0,858.0,4298.0,137,109,94,1,35,80.0,220.0,602,5,38,8,0,55,0,0
2582655,5,17,6,1144,1126,1256,1235,14.0,5576.0,895.0,72,69,49,1,18,157.0,100.0,209,4,19,18,0,3,0,0
6393908,11,29,6,1107,1005,1354,1305,1.0,1965.0,3216.0,167,180,146,1,62,186.0,96.0,1086,5,16,49,0,0,0,0
703223,2,20,3,1729,1430,1851,1532,18.0,2455.0,925.0,82,62,60,1,179,161.0,136.0,201,10,12,0,0,199,0,0
2608679,5,8,4,2100,2010,2312,2230,15.0,115.0,1835.0,252,260,235,1,50,210.0,257.0,1721,5,12,42,0,0,0,0
576686,1,4,5,1341,750,1946,1336,5.0,1439.0,1557.0,245,226,191,1,351,259.0,136.0,1635,11,43,0,351,19,0,0
3479159,6,15,7,2125,2100,2238,2220,1.0,379.0,2324.0,133,140,115,1,25,162.0,210.0,733,6,12,6,0,0,0,12
1705995,3,1,6,1057,1050,1501,1515,1.0,2093.0,1134.0,184,205,169,0,7,220.0,210.0,1440,6,9,0,0,0,0,0
2528172,5,14,3,715,705,855,832,19.0,2897.0,634.0,100,87,66,1,10,220.0,26.0,425,8,26,23,0,0,0,0
3477311,6,15,7,1659,1345,1947,1620,1.0,319.0,1900.0,168,155,139,1,194,210.0,20.0,978,7,22,0,0,30,0,177
4316980,8,28,4,1037,1030,1242,1240,17.0,1403.0,852.0,65,70,52,0,7,35.0,64.0,338,3,10,0,0,0,0,0
3170850,6,4,3,1717,1638,2002,1911,14.0,6368.0,5075.0,105,93,85,1,39,259.0,36.0,522,4,16,39,0,12,0,0
3706747,7,18,5,1438,1340,1747,1657,18.0,7369.0,397.0,129,137,114,1,58,267.0,206.0,866,3,12,0,0,0,0,50
